id,category,action,owner,ledger_status,project,file,claim,note,what_would_settle_it,how_long
row28,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,entry definition,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row29,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,entry definition,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row30,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,entry definition,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row31,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,entry definition,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row32,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,entry definition,"`cpleak-10`, marked in its own note DELIBERATE LEAK, diagnostic only -- a planted positive control sitting inside the grid. It is the tightest interval in the table and it is supposed to be. Good practice, and a trap for any script that reads the table without the note column.",,
row33,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,entry definition,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row34,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,top config,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row35,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,top config,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row36,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,top config,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row37,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,"undershoot, deep:30@38","a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row38,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,"undershoot, deep:30@38","a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row39,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,"undershoot, deep:30@38","a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row40,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,maker fill,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row41,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,maker fill,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row42,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,maker fill,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row43,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,maker fill,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row44,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,maker fill,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row45,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,maker fill,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row46,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,maker fill,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row47,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,maker fill,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row48,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,maker fill,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row49,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,maker fill,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row50,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,maker fill,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row51,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,maker fill,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row52,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,maker fill,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row53,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,maker fill,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row54,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,maker fill,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row55,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,headline,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row56,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,headline,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row57,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,headline,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row58,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,headline,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row59,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,pooled,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row60,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T1 hour UTC,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row61,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T1 hour UTC,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row62,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T1 hour UTC,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row63,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T1 hour UTC,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row64,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T1 hour UTC,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row65,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T1 hour UTC,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row66,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T2 hour ET,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row67,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T2 hour ET,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row68,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T2 hour ET,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row69,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T2 hour ET,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row70,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T2 hour ET,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row71,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T2 hour ET,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row72,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T3 tier,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row73,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T3 tier,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row74,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T3 tier,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row75,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T3 tier,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row76,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T3 tier,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row77,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T4 hour x tier,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row78,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T4 hour x tier,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row79,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T4 hour x tier,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row80,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T4 hour x tier,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row81,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T4 hour x tier,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row82,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T4 hour x tier,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row83,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T4 hour x tier,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row84,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,T4 hour x tier,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row85,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,reference,"the label-verified reference cell. Its note carries `bar +3.61pp MDE 5.71c` against a point estimate of +5.75 -- the effect is the same size as the smallest thing the test could see. This is S003, retracted.",,
row86,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,set-1 margin,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row87,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,set-1 margin,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row88,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,set-1 margin,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row89,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,set-1 margin,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row90,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,tiebreak,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row91,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,tiebreak,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row92,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,games in set 1,"the largest point estimate in the whole grid, +10.86 on n=99, and its own note says `bar +3.66pp MDE 11.31c`. THE EFFECT IS SMALLER THAN THE DETECTION FLOOR PRINTED BESIDE IT. Textbook category 4, and the file states it itself.",,
row93,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,games in set 1,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row94,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,games in set 1,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row95,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,best-of,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row96,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,best-of,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
row97,NOT-A-CLOSURE,,,-,,set1_overshoot/HYPOTHESIS_LEDGER.md,join canary,"a cell of a sweep, not a claim. The closure is the summary row (S001-S006 / C001-C027), which is audited in C above.",,
C001,EVIDENCE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,No configuration of any strategy tested was profitable — including the best of 480 parameter combinations and a random-entry control,"14,162 settled markets = 7,081 matches, 60/40 holdout touched once, random-entry control, slippage sweep. -9c against a ~4c cost base, so the conclusion is arithmetic.",,
C002,NOT-A-CLOSURE,,,SUGGESTIVE,,kalshi-inplay-bot/audit/LEDGER.md,The v3 entry trigger has a small real raw edge: +1.86¢/contract on buy-and-hold,"the only positive number in P1, openly a train-set point estimate with no interval",,
C003,EVIDENCE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,The v3 exit ladder destroys 7.07¢/trade — it turns +1.86¢ raw into −1.31¢ *before* costs,"within-sample paired, consistent on holdout",,
C004,NOT-A-CLOSURE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,"Round-trip cost on tennis is 4.14¢ (2.52¢ spread+slippage, 1.62¢ fees)",cost arithmetic from 2.94M live candles,,
C005,NOT-A-CLOSURE,,,UNVERIFIED,,kalshi-inplay-bot/audit/LEDGER.md,Maker-only entry recovers ~1.2¢ of the 1.62¢ fee — under a third of the gap,"UNVERIFIED prose, no fill model",,
C005b,NOT-A-CLOSURE,,,UNVERIFIED,,kalshi-inplay-bot/audit/LEDGER.md,"Maker fills, properly modelled, do not rescue the buy-high strategy: ""always fill at bid+1"" showed +0.24¢; requiring a real seller (ask comes down to us) left 3","UNVERIFIED, code corroborated -- R6 records it re-run 2026-08-05 into bot-forensics/out/",,
C005c,NOT-A-CLOSURE,,,UNVERIFIED,,kalshi-inplay-bot/audit/LEDGER.md,"Buy-high / ""basically guaranteed"" is negative: the 93–95¢ band loses −1.50¢/trade taker; breakeven needs 96.4% and actual is 94.4%. Stops make it far worse — a ","same, re-run 2026-08-05",,
C005d,NOT-A-CLOSURE,,,UNVERIFIED,,kalshi-inplay-bot/audit/LEDGER.md,"Look-ahead trap caught in the same work: ""final third of match"" showed +1.68¢, but match length is only known after it ends; the tradeable version (≥120 min ela","a look-ahead trap caught, not a closure",,
C006,EVIDENCE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,"The Step-6 parameter gains were fitted noise: all three tuned configs degraded 3.5–4.3¢ on the holdout, ending worse than the untuned baseline",the holdout was touched once and all three tuned configs degraded 3.5-4.3c,,
C007,NOT-A-CLOSURE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,One-notch parameter sensitivity is ~⅓ of the best config's own value,sensitivity fact,,
C008,NOT-A-CLOSURE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,"Structural events were measured over 60 s, not the spec's 45 s; the live bot must match",a statement about the backtest; whether the live bot honours it is openly not established,,
C009,DATA,RELABEL,coordinator,UNVERIFIED,,kalshi-inplay-bot/audit/LEDGER.md,"Kalshi tennis tracks Betfair at r = 0.9878, MAD 1.95¢","'Kalshi tracks Betfair at r=0.9878, MAD 1.95c' is marked UNVERIFIED -- 'no Betfair data, script or output anywhere on this machine'. THE ARTIFACT EXISTS: it is T012 in the root ledger, n=809, SETTLED, same numbers. Resolvable by cross-reference. And it is load-bearing -- the stated reason to expect no favourite-longshot bias on Kalshi.","Point the row at T012 in the root ledger, which is the artifact it says does not exist.",minutes
C010,DATA,RELABEL,coordinator,UNVERIFIED,,kalshi-inplay-bot/audit/LEDGER.md,"A player-level tennis model lost to the bookmaker benchmark: Brier 0.2249 vs 0.2057, n = 2,645","'a player model lost to the bookmaker, Brier 0.2249 vs 0.2057, n=2,645', artifact NONE. It is T006, SETTLED, same numbers. Resolvable by cross-reference.",Point the row at T006.,minutes
C011,FLOOR,REOPEN,nobody,BROKEN,,kalshi-inplay-bot/audit/LEDGER.md,"Entry-price P&L by bucket (1-25¢ −$31.66, 60-75¢ +$83.12) justifies a 60¢ floor","THE LIVE BOT'S PRIMARY ENTRY GATE, fitted to 125 real settled markets split into 5 price buckets -- about 25 observations each. Already BROKEN, and the bot is configured for real money (C108).","The live bot's entry gate is fitted to ~25 observations a bucket and the bot is configured for real money. Either re-derive it on the 14,162-market tape that already exists, or turn the gate off. Trading is currently OFF, so this is not urgent -- it is a trap laid for whoever turns it back on.",one re-run against data on disk
C012,FLOOR,REOPEN,nobody,BROKEN,,kalshi-inplay-bot/audit/LEDGER.md,Stop width 38¢ chosen from a smooth optimum across 137 recorded matches (none −3.84¢ … −40¢ −1.53¢),"the stop width, from a 'smooth optimum' across 137 matches where the whole range across all widths is 2.3c. The optimum is inside the noise band -- the same failure the backtest's own Step 6 identified.","Same for the 38c stop width: 137 matches, 2.3c of range across every width tested. Re-derive or drop it.",one re-run
C013,NOT-A-CLOSURE,,,UNVERIFIED,,kalshi-inplay-bot/audit/LEDGER.md,"94.3% of 7,100 markets that touched 92¢ settled at 100, so a 95¢ resting target beats the percentage rule","UNVERIFIED, probably computable from views.pkl",,
C014,NOT-A-CLOSURE,,,UNVERIFIED,,kalshi-inplay-bot/audit/LEDGER.md,Concurrency cap cut 10→4 on 28 Jul; per-trade P&L was flat across book sizes (+0.05/+0.53/−0.08/−0.09),UNVERIFIED,,
C015,NOT-A-CLOSURE,,,SUGGESTIVE,,kalshi-inplay-bot/audit/LEDGER.md,Stops are app-side and die with the process; take-profits and the daily loss limit rest on Kalshi,"a safety fact, flagged as deserving a code read",,
C016,NOT-A-CLOSURE,,,UNVERIFIED,,kalshi-inplay-bot/audit/LEDGER.md,"A 401 ""header timestamp expired"" silently killed a trade on 27 Jul (clock drift)",a single incident,,
C017,NOT-A-CLOSURE,,,UNVERIFIED,,kalshi-inplay-bot/audit/LEDGER.md,"Any conclusion drawn from the 28 Jul ad-hoc pull (_calib.json, _settled_all.json, _fills.json, _orders.json, _settlements.json, _outcomes.json, _traded_outcomes","11 files of preserved input, method and conclusion lost",,
C018,NOT-A-CLOSURE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,"No halved fee multiplier for S&P/Nasdaq: fee_multiplier: 1 on KXINX, KXNASDAQ100 and all 48 variants",API fact,,
C019,NOT-A-CLOSURE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,The brief's fee formula was off by 100×; correct is ceil(7·C·P·(1−P)) cents,fee correction,,
C020,NOT-A-CLOSURE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,"KXBTC15M strike = the previous window's settle on 99.86% of 6,261 consecutive markets",structural fact,,
C021,NOT-A-CLOSURE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,Entry is therefore pinned at P≈0.50 where the quadratic fee is maximised: 3.50¢ round trip,arithmetic,,
C022,NOT-A-CLOSURE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,"Weather families (KXTEMP*, KXHIGH*) are absent from /series entirely",API fact,,
C023,NOT-A-CLOSURE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,"Combos are 87.0% of open markets but only 2.6% of 1,771,977 recorded trades",flow composition fact,,
C024,NOT-A-CLOSURE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,"Kalshi halts trading daily, 07:00–09:00 UTC",exchange fact,,
C025,NOT-A-CLOSURE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,Rate limit wall ≈15 req/s (0% 429) vs 25 req/s (56% 429),rate limit,,
C026,NOT-A-CLOSURE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,"Power bar: 784 trades for a 5pp at-the-money edge; 481 settlements at the measured tennis P&L sd 0.391; 2,084 to clear a 2.4¢ bar",the power arithmetic that kills most of the exchange,,
C027,EVIDENCE,,,SUGGESTIVE,,kalshi-inplay-bot/audit/LEDGER.md,Our model does not beat the Kalshi mid at any of 7 offsets; all CIs span zero,"and it states its own floor correctly: 'a null at n=25 markets, i.e. very low power. It rules out a large edge, not an edge.' This is how a category-4 row should read.",,
C028,NOT-A-CLOSURE,,,RETRACTED,,kalshi-inplay-bot/audit/LEDGER.md,"The mid beats our model, CI [−0.0061, −0.0019]","retracted, and the file carries its own caveat field",,
C029,NOT-A-CLOSURE,,,RETRACTED,,kalshi-inplay-bot/audit/LEDGER.md,Depth at the touch collapses 40× toward expiry (158→4); edge and liquidity are anti-correlated,retracted -- and still live in GO_NO_GO.md,,
C030,NOT-A-CLOSURE,,,SUGGESTIVE,,kalshi-inplay-bot/audit/LEDGER.md,"Corrected: depth declines 2.7× (821→307), spread tightens 10× (1.0¢→0.1¢), total cost falls 4.46¢→3.50¢ toward expiry","the corrected version, small n, labelled SUGGESTIVE",,
C031,EVIDENCE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,BTC direction effects (5/15/60-min reversal) are 1.43–2.11pp — all below the 3.5–4.2¢ bar,"102,716 candles; statistically real, economically dead",,
C032,EVIDENCE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,"ETH does not lead BTC: contemporaneous r = 0.845, best positive lead 0.037",21 lags tested jointly,,
C033,NOT-A-CLOSURE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,"Vol seasonality: 14:00 UTC peak 1.58× vs 10:00 trough 0.75×; DoW 1.69×; within-quarter-hour monotone decay 1.17→0.87 (n=6,847/bucket)","descriptive, well powered",,
C034,EVIDENCE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,The seasonal-sigma correction does not improve forecasts — all 5 paired CIs include zero,a pre-specified prediction that failed and was reported as failing,,
C035,NOT-A-CLOSURE,,,SUGGESTIVE,,kalshi-inplay-bot/audit/LEDGER.md,"Settlement-aware correction improves Brier +7.51% at 60 s, decaying to +0.01% at 780 s","shape confirmation, not an edge",,
C036,NOT-A-CLOSURE,,,BROKEN,,kalshi-inplay-bot/audit/LEDGER.md,"52 net-positive no-arb violations across 1,083 scans, 0 with tradeable size","count BROKEN, conclusion SETTLED -- 2 distinct violations counted 55 times, and the meta file said 17 while the prose said 52. Self-caught by this audit.",,
C037,EVIDENCE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,"Naive family summing produced a phantom 1,298¢ arb on KXDJI (a 60-rung nested ladder, not a bucket set); fixed with an explicit tiling check and a regression te",phantom arb caught by a tiling check plus a regression test,,
C038,EVIDENCE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,No basket arbitrage exists on Kalshi temperature ladders after costs; all 74 visible events were exhaustive and the best raw basket cost exactly $1.00,independent corroboration from a different codebase,,
C039,NOT-A-CLOSURE,,,SUGGESTIVE,,kalshi-inplay-bot/audit/LEDGER.md,"Copy-trading persistence: Spearman ρ = 0.351, top decile +16.17pp → +7.23pp, bootstrap CI [+4.61, +9.73]","SUGGESTIVE, and the interval is openly called narrower than the data supports",,
C040,NOT-A-CLOSURE,,,RETRACTED,,kalshi-inplay-bot/audit/LEDGER.md,"v1: skill present / not persistent — one wallet showed +95.0pp over 21 bets, all 21 on ONE market","retracted, self-caught",,
C041,NOT-A-CLOSURE,,,SUGGESTIVE,,kalshi-inplay-bot/audit/LEDGER.md,"Skill vs luck: τ² = 0.0027 → only 40% of observed spread is skill; 274 of 2,579 wallets survive BH-FDR against ~129 expected",SUGGESTIVE and openly contradicted by C064/C077,,
C042,DATA,RELABEL,coordinator,UNVERIFIED,,kalshi-inplay-bot/audit/LEDGER.md,"""Buying everything priced 0.60–0.95 with no wallet selection earns +7.05pp ± 0.22 on n = 98,766"" — the edge is the price band, not the trader","the +7.05pp price-band claim whose location is recorded as literally 'inline'. THIS IS THE THIRD COPY of K015 = W011, which wallet-copy-study recomputed from scratch at +2.09pp and -0.29pp net. Two projects had already killed it; this one still carries it as the claim that reframes its whole copy-trading thread.",Mark it RETRACTED and point at W011 / K015. Two projects had already killed this number before this row was written.,minutes
C043,NOT-A-CLOSURE,,,SUGGESTIVE,,kalshi-inplay-bot/audit/LEDGER.md,Favourite-longshot bias in the Polymarket tape: −6.39pp at 0.10–0.20 rising to +9.63pp at 0.70–0.80,"SUGGESTIVE, bucket ns are positions not settlements",,
C044,NOT-A-CLOSURE,,,SUGGESTIVE,,kalshi-inplay-bot/audit/LEDGER.md,"won is market resolution, not the wallet's realised outcome: only 31.0% held to resolution, 36.0% held both outcomes",a definition error found,,
C045,NOT-A-CLOSURE,,,SETTLED,,kalshi-inplay-bot/audit/LEDGER.md,"Survivorship bound for tennis is tight: [+17.00%, +17.16%]; and best.db's 159 wallets are curated, so +17.18% is circular and must not be quoted",a self-limiting caveat,,
C046,NOT-A-CLOSURE,,,SUGGESTIVE,,kalshi-inplay-bot/audit/LEDGER.md,"Kalshi sports are efficient in aggregate: 490,464 taker fills across 762 matches, takers lose −0.67pp against a 2.72% overround","point estimate sound, interval must be match-clustered",,
C047,NOT-A-CLOSURE,,,RETRACTED,,kalshi-inplay-bot/audit/LEDGER.md,v1 of the same test: edges −20.9pp to +19.5pp with ±1pp CIs,"retracted, self-caught",,
C048,NOT-A-CLOSURE,,,RETRACTED,,kalshi-inplay-bot/audit/LEDGER.md,"Two buckets significant after clustering, (0.9,1.0] +6.03pp and (0.0,0.1] −7.32pp","retracted, self-caught",,
C049,NOT-A-CLOSURE,,,RETRACTED,,kalshi-inplay-bot/audit/LEDGER.md,No favourite-longshot bias on Kalshi — not one pre-match bucket deviates; every binomial p ≥ 0.499,retracted -- and still live in GO_NO_GO.md:87-90,,
